NK011766.CDS.3	1433B_HUMAN
WK82892090.CDS.1	VSXL2_HUMAN
HK48457844.CDS.1	VTA1_HUMAN
AE592949.CDS.1	VTCN1_HUMAN
RB983258.CDS.1	VTDB_HUMAN
HB178158.CDS.1	VTI1A_HUMAN
FG353628.CDS.1	VTI1B_HUMAN
LX71386400.CDS.1	VTM2A_HUMAN
BK76439021.CDS.1	VTM2B_HUMAN
SY129886.CDS.1	VTM2L_HUMAN
LK66601774.CDS.1	VTNC_HUMAN
T25739.CDS.1	VW5B1_HUMAN
QS90782406.CDS.1	VW5B2_HUMAN
DD192833.CDS.1	VWA1_HUMAN
R19794.CDS.1	VWA2_HUMAN
JB650128.CDS.1	VWA3A_HUMAN
P54514.CDS.3	VWA3B_HUMAN
YY150563.CDS.1	VWA7_HUMAN
MF007000.CDS.1	VWA8_HUMAN
EM696911.CDS.2	VWC2L_HUMAN
QM334309.CDS.1	VWC2_HUMAN
BU08457215.CDS.1	VWCE_HUMAN
MT15572981.CDS.3	VWDE_HUMAN
LE62837720	VWF_HUMAN
SL582585.CDS.1	WAC2A_HUMAN
KD43263127.CDS.1	WAC2C_HUMAN
AT66102585	WAC2D_HUMAN
SM42023310.CDS.1	WAC_HUMAN
ZT672324	WAPL_HUMAN
JQ086666.CDS.1	WASC3_HUMAN
BJ55989594.CDS.3	WASC4_HUMAN
B25971.CDS.1	WASC5_HUMAN
GZ82091174.CDS.2	WASF1_HUMAN
EQ30097760.CDS.2	WASF2_HUMAN
HU99037071.CDS.2	WASF3_HUMAN
T49000.CDS.2	WASH1_HUMAN
ZM853308.CDS.2	WASH2_HUMAN
CN687705.CDS.1	WASH3_HUMAN
E40067.CDS.1	WASH4_HUMAN
Z55229	WASH6_HUMAN
ZW59196779.CDS.1	WASL_HUMAN
H28800.CDS.1	WASP_HUMAN
TY58645317.CDS.3	WBP11_HUMAN
PZ66852018.CDS.1	WBP1L_HUMAN
IJ074685.CDS.1	WBP1_HUMAN
DK871193	WBP2L_HUMAN
KN98912909.CDS.1	WBP2_HUMAN
G04209.CDS.2	WBP4_HUMAN
HQ944113.CDS.1	WDCP_HUMAN
JC69838631.CDS.3	WDFY1_HUMAN
FD71063700.CDS.2	WDFY2_HUMAN
ZE436609	WDFY3_HUMAN
DU78751214.CDS.1	WDFY4_HUMAN
UB13456855.CDS.1	WDHD1_HUMAN
BH092749.CDS.2	WDR11_HUMAN
MD79065606.CDS.2	WDR12_HUMAN
HP67369930.CDS.2	WDR13_HUMAN
JH730872.CDS.1	WDR17_HUMAN
Y35907.CDS.1	WDR18_HUMAN
ZS956931.CDS.1	WDR19_HUMAN
JD615951	WDR1_HUMAN
DK596172.CDS.1	WDR20_HUMAN
OS65652607	WDR24_HUMAN
KR15629998	WDR25_HUMAN
ML771130.CDS.1	WDR26_HUMAN
SG40444763.CDS.1	WDR27_HUMAN
ZX25719513.CDS.2	WDR31_HUMAN
K18467.CDS.2	WDR33_HUMAN
XZ62602006.CDS.2	WDR34_HUMAN
XJ07349339.CDS.2	WDR35_HUMAN
E86064.CDS.1	WDR36_HUMAN
FB830280.CDS.1	WDR37_HUMAN
UG144015.CDS.1	WDR38_HUMAN
CI283846.CDS.1	WDR3_HUMAN
EN49878370.CDS.1	WDR41_HUMAN
DS75414120.CDS.1	WDR43_HUMAN
D69290.CDS.1	WDR44_HUMAN
G30414.CDS.1	WDR46_HUMAN
MH195341.CDS.1	WDR47_HUMAN
GH396262.CDS.3	WDR48_HUMAN
TP09249894.CDS.2	WDR49_HUMAN
SO16197835	WDR4_HUMAN
ZO38368610.CDS.1	WDR53_HUMAN
FG56540114.CDS.1	WDR54_HUMAN
MF53765681.CDS.1	WDR55_HUMAN
QC561201.CDS.3	WDR59_HUMAN
BO94178865.CDS.1	WDR5B_HUMAN
XL457320.CDS.2	WDR5_HUMAN
UB388515.CDS.1	WDR60_HUMAN
XL90524462.CDS.1	WDR61_HUMAN
ST78532747.CDS.1	WDR62_HUMAN
QD95449540.CDS.1	WDR63_HUMAN
IM869060.CDS.1	WDR64_HUMAN
YY766830	WDR6_HUMAN
AC10383927.CDS.1	WDR70_HUMAN
P41727.CDS.1	WDR72_HUMAN
Z30179.CDS.3	WDR73_HUMAN
EZ170043.CDS.1	WDR74_HUMAN
U28569.CDS.1	WDR75_HUMAN
RB24256940.CDS.2	WDR76_HUMAN
LX03237118.CDS.1	WDR78_HUMAN
RC98548733.CDS.1	WDR7_HUMAN
YX377565.CDS.3	WDR81_HUMAN
HW577306	WDR82_HUMAN
Z14242.CDS.1	WDR83_HUMAN
WN50818825	WDR86_HUMAN
BR008058.CDS.2	WDR87_HUMAN
CT785454.CDS.1	WDR88_HUMAN
SI93012952	WDR89_HUMAN
O33421.CDS.1	WDR90_HUMAN
D05226	WDR91_HUMAN
KM709874.CDS.1	WDR92_HUMAN
LP764346.CDS.2	WDR93_HUMAN
IC73484781	WDR97_HUMAN
R88756.CDS.1	WDTC1_HUMAN
TC73884925.CDS.1	WEE1_HUMAN
BE919236.CDS.1	WEE2_HUMAN
A34171.CDS.2	WF10A_HUMAN
NF301152.CDS.1	WF10B_HUMAN
GD38193449.CDS.1	WFD11_HUMAN
T70787.CDS.1	WFD12_HUMAN
ER66583161.CDS.1	WFD13_HUMAN
PO377604.CDS.1	WFDC1_HUMAN
Q00366.CDS.1	WFDC2_HUMAN
FN96614705.CDS.1	WFDC3_HUMAN
KC09726140.CDS.2	WFDC5_HUMAN
J96649.CDS.1	WFDC6_HUMAN
WI291768.CDS.1	WFDC8_HUMAN
SG89805427.CDS.2	WFDC9_HUMAN
FL379537.CDS.2	WFKN1_HUMAN
ZD782437.CDS.1	WFKN2_HUMAN
IP09000011.CDS.1	WFS1_HUMAN
LO244778.CDS.2	WHAL1_HUMAN
KA85827006.CDS.1	WHAMM_HUMAN
LB958780.CDS.1	WHRN_HUMAN
WD717751.CDS.3	WIF1_HUMAN
ZF75069624.CDS.1	WIPF1_HUMAN
BU72433982.CDS.3	WIPF2_HUMAN
UG02291181.CDS.1	WIPF3_HUMAN
YI17536652.CDS.2	WIPI1_HUMAN
IC409593.CDS.2	WIPI2_HUMAN
YU83878368.CDS.1	WIPI3_HUMAN
L68092.CDS.1	WIPI4_HUMAN
XT86722180.CDS.1	WISP1_HUMAN
BZ85122423.CDS.1	WISP2_HUMAN
OY990256	WIT1_HUMAN
NH30306437.CDS.1	WIZ_HUMAN
QH56632227.CDS.2	WLS_HUMAN
YB89591061.CDS.1	WN10A_HUMAN
LI63042801.CDS.1	WN10B_HUMAN
OP75466581	WNK1_HUMAN
F42127.CDS.1	WNK2_HUMAN
UL916369.CDS.1	WNK3_HUMAN
UF714002.CDS.1	WNK4_HUMAN
EC32199847	WNT11_HUMAN
R68412.CDS.2	WNT16_HUMAN
TI52613329.CDS.3	WNT1_HUMAN
RM153027.CDS.1	WNT2B_HUMAN
ND43044738.CDS.2	WNT2_HUMAN
N21676.CDS.1	WNT3A_HUMAN
NG146800.CDS.1	WNT3_HUMAN
YN818935.CDS.2	WNT4_HUMAN
MP232839	WNT5A_HUMAN
CZ081771.CDS.3	WNT5B_HUMAN
NU04668240.CDS.2	WNT6_HUMAN
PW82722013	WNT7A_HUMAN
TS207295.CDS.1	WNT7B_HUMAN
CO22717095.CDS.2	WNT8A_HUMAN
TI37505475.CDS.2	WNT8B_HUMAN
UZ64193520.CDS.1	WNT9A_HUMAN
UT51068286.CDS.3	WNT9B_HUMAN
ZD327352.CDS.1	WRB_HUMAN
WJ389634.CDS.2	WRIP1_HUMAN
EI56001504.CDS.2	WRN_HUMAN
FT329547.CDS.1	WRP73_HUMAN
ER821598.CDS.3	WSB1_HUMAN
XB01158664.CDS.1	WSB2_HUMAN
YA031249.CDS.1	WSCD1_HUMAN
ZX52933592.CDS.1	WSCD2_HUMAN
KB626801.CDS.1	WSDU1_HUMAN
P25494.CDS.1	WT1_HUMAN
ID16504081.CDS.1	WTIP_HUMAN
T29701.CDS.3	WWAS2_HUMAN
PC876387.CDS.1	WWC2_HUMAN
QQ672082.CDS.2	WWC3_HUMAN
UW827914.CDS.1	WWOX_HUMAN
RO23790183.CDS.2	WWP1_HUMAN
JH137193	WWP2_HUMAN
SP10568046.CDS.1	WWTR1_HUMAN
FN209939.CDS.1	X3CL1_HUMAN
QR58156017.CDS.2	XAF1_HUMAN
FO82637519.CDS.1	XAGE1_HUMAN
P07105.CDS.1	XAGE2_HUMAN
FI775714.CDS.2	XAGE3_HUMAN
E15206.CDS.1	XAGE5_HUMAN
HI38037936.CDS.3	XBP1_HUMAN
BK05208687.CDS.1	XCL1_HUMAN
YM41521436.CDS.1	XCL2_HUMAN
LU41318370.CDS.1	XCR1_HUMAN
LI40738477.CDS.1	XCT_HUMAN
HQ886054.CDS.1	XDH_HUMAN
C72867.CDS.1	XG_HUMAN
OW74811439.CDS.1	XIAP_HUMAN
ZY59781056.CDS.1	XIRP1_HUMAN
BO298670.CDS.1	XIRP2_HUMAN
RK47264594.CDS.1	XKR2_HUMAN
G50218.CDS.1	XKR3_HUMAN
RP826495	XKR4_HUMAN
CY361445.CDS.1	XKR5_HUMAN
FG19706371.CDS.1	XKR6_HUMAN
QB565464	XKR7_HUMAN
RN790345	XKR8_HUMAN
FO58191384.CDS.2	XKR9_HUMAN
TJ35559715.CDS.1	XKRY2_HUMAN
QU45101889.CDS.1	XKRY_HUMAN
CD86317234.CDS.1	XK_HUMAN
SG856536.CDS.1	XLRS1_HUMAN
BL39605960.CDS.1	XP32_HUMAN
TB104226.CDS.1	XPA_HUMAN
QU371254.CDS.2	XPC_HUMAN
GQ416212.CDS.1	XPF_HUMAN
MO05461524.CDS.1	XPO1_HUMAN
KY783245.CDS.3	XPO2_HUMAN
WI697368.CDS.1	XPO4_HUMAN
Z17904.CDS.2	XPO5_HUMAN
CQ34492946.CDS.1	XPO6_HUMAN
CA224605.CDS.2	XPO7_HUMAN
ST81748962.CDS.1	XPOT_HUMAN
EP657423.CDS.1	XPP1_HUMAN
D34961.CDS.3	XPP2_HUMAN
BA84946117.CDS.1	XPP3_HUMAN
HI61237748.CDS.1	XPR1_HUMAN
AB152231.CDS.1	XRCC1_HUMAN
AO26464684.CDS.2	XRCC2_HUMAN
OO73435598.CDS.1	XRCC3_HUMAN
AL255013.CDS.2	XRCC4_HUMAN
P24211	XRCC5_HUMAN
Q74437.CDS.1	XRCC6_HUMAN
JK92677698.CDS.2	XRN1_HUMAN
AQ80791714	XRN2_HUMAN
XU150601.CDS.2	XRP2_HUMAN
ZY31413407.CDS.1	XRRA1_HUMAN
QX479722.CDS.2	XXLT1_HUMAN
HC526732.CDS.3	XYLB_HUMAN
GI272400.CDS.1	XYLK_HUMAN
XA053040.CDS.1	XYLT1_HUMAN
MW13167332.CDS.3	XYLT2_HUMAN
LW95247400.CDS.1	YA011_HUMAN
F19244.CDS.1	YA026_HUMAN
PO546965.CDS.2	YA034_HUMAN
QY342885.CDS.1	YA037_HUMAN
KF09038942.CDS.1	YA043_HUMAN
PZ847965.CDS.2	YAE1_HUMAN
GL77659451.CDS.2	YAF2_HUMAN
YT17674228.CDS.2	YAP1_HUMAN
YQ651843.CDS.1	YB003_HUMAN
LN370563.CDS.2	YB035_HUMAN
ME731151.CDS.1	YB043_HUMAN
GC86328506.CDS.3	YB049_HUMAN
LK04050664.CDS.1	YB057_HUMAN
RE274605	YBEY_HUMAN
QZ926604.CDS.1	YBOX1_HUMAN
GQ743443.CDS.3	YBOX2_HUMAN
AJ52662684.CDS.3	YBOX3_HUMAN
D15680.CDS.1	YC006_HUMAN
SB29644824.CDS.1	YC018_HUMAN
XG887568	YC023_HUMAN
MK162419.CDS.1	YD018_HUMAN
EG708498.CDS.1	YD019_HUMAN
Z17377.CDS.1	YD021_HUMAN
A68016.CDS.2	YD022_HUMAN
XC48838593.CDS.1	YD023_HUMAN
NO76273764.CDS.2	YD286_HUMAN
M06782.CDS.2	YDJC_HUMAN
O47908	YE014_HUMAN
Q82723.CDS.1	YE016_HUMAN
D91982	YE027_HUMAN
RF347787.CDS.1	YES_HUMAN
PE26723492.CDS.1	YETS2_HUMAN
A06999.CDS.1	YETS4_HUMAN
HR820104	YF001_HUMAN
R66476	YF002_HUMAN
XN352370.CDS.2	YF006_HUMAN
PY92225975.CDS.2	YF009_HUMAN
D75961.CDS.3	YF010_HUMAN
YZ887343.CDS.1	YF013_HUMAN
K44224.CDS.1	YF016_HUMAN
TF523573.CDS.2	YG001_HUMAN
TH91322127.CDS.3	YG006_HUMAN
X57149.CDS.3	YG018_HUMAN
GU98994012.CDS.1	YG024_HUMAN
CX033495.CDS.1	YG027_HUMAN
F74219.CDS.1	YG039_HUMAN
GP832964.CDS.2	YG041_HUMAN
EA461638.CDS.2	YG045_HUMAN
JN01738460.CDS.3	YG046_HUMAN
Z38812.CDS.1	YH006_HUMAN
XT17154048.CDS.2	YH007_HUMAN
TH95684799	YH009_HUMAN
F21955.CDS.3	YH010_HUMAN
L70771.CDS.1	YI001_HUMAN
C67731.CDS.1	YI004_HUMAN
PE299617.CDS.3	YI012_HUMAN
AA63177385.CDS.3	YI018_HUMAN
QA653140.CDS.2	YI023_HUMAN
MA43674912.CDS.1	YI024_HUMAN
OD47657231.CDS.1	YI025_HUMAN
GW78453047.CDS.1	YI029_HUMAN
S70203.CDS.1	YI036_HUMAN
LR77654289.CDS.2	YIF1A_HUMAN
JZ364526.CDS.1	YIF1B_HUMAN
GH762323.CDS.1	YIPF1_HUMAN
BN98153558.CDS.3	YIPF2_HUMAN
QK93837902	YIPF3_HUMAN
UM14246721.CDS.2	YIPF4_HUMAN
ON81011531	YIPF5_HUMAN
NJ417650.CDS.1	YIPF6_HUMAN
AX571039.CDS.2	YIPF7_HUMAN
UP11085064.CDS.1	YJ001_HUMAN
DZ830133.CDS.2	YJ004_HUMAN
DQ459507.CDS.1	YJ005_HUMAN
FW71071732.CDS.2	YJ006_HUMAN
KR414461	YJ012_HUMAN
ST12266688.CDS.1	YJ013_HUMAN
CF129577.CDS.1	YJ016_HUMAN
MC296500.CDS.1	YJ018_HUMAN
IN79590142.CDS.2	YJEN3_HUMAN
Z62658	YJU2_HUMAN
WE18806983.CDS.2	YK004_HUMAN
AN191396.CDS.3	YK016_HUMAN
UN263721.CDS.1	YK022_HUMAN
IB34780169.CDS.1	YK026_HUMAN
I18753.CDS.1	YK032_HUMAN
WC869451.CDS.1	YK033_HUMAN
LD503853.CDS.1	YK038_HUMAN
TB072937.CDS.1	YK039_HUMAN
A91726.CDS.1	YK041_HUMAN
ZI13980762.CDS.1	YK042_HUMAN
L77212.CDS.1	YK045_HUMAN
IG427987.CDS.2	YKT6_HUMAN
HE81743801	YL004_HUMAN
YB277017.CDS.3	YL014_HUMAN
T17536.CDS.2	YL016_HUMAN
SU541615.CDS.1	YL023_HUMAN
IS38984908.CDS.1	YLAT1_HUMAN
XE29472067.CDS.1	YLAT2_HUMAN
RS518737.CDS.1	YLPM1_HUMAN
YK08729705.CDS.2	YM006_HUMAN
WJ20794160.CDS.2	YM012_HUMAN
QD46056341	YM017_HUMAN
FO63420017.CDS.2	YMEL1_HUMAN
J95932.CDS.1	YN009_HUMAN
O84526.CDS.2	YN010_HUMAN
RL52901322.CDS.2	YO001_HUMAN
IE403644.CDS.1	YO002_HUMAN
LN23605253.CDS.2	YO007_HUMAN
HB35046748.CDS.1	YO010_HUMAN
AT267979.CDS.2	YO011_HUMAN
OE069656.CDS.1	YO026_HUMAN
ZO973748.CDS.1	YO027_HUMAN
RJ331077.CDS.1	YO028_HUMAN
PF958266.CDS.3	YP002_HUMAN
TY432004.CDS.3	YP007_HUMAN
JU008072.CDS.1	YP008_HUMAN
H47468.CDS.1	YP010_HUMAN
CK202769.CDS.1	YP015_HUMAN
OP79219672.CDS.3	YP021_HUMAN
HM867527.CDS.2	YP023_HUMAN
T53485	YP029_HUMAN
QH016109.CDS.3	YP033_HUMAN
Y07744.CDS.1	YP034_HUMAN
WG27876002	YPEL1_HUMAN
WJ67523220.CDS.1	YPEL2_HUMAN
GR722941	YPEL3_HUMAN
AA12784647.CDS.1	YPEL4_HUMAN
KQ48833455.CDS.1	YPEL5_HUMAN
UU10355162.CDS.1	YQ015_HUMAN
F60774.CDS.3	YQ018_HUMAN
YE73716332.CDS.2	YQ019_HUMAN
MN14319524	YQ032_HUMAN
X08555.CDS.1	YQ037_HUMAN
YL762450.CDS.1	YQ041_HUMAN
SF39127768.CDS.1	YQ047_HUMAN
YB38108041.CDS.3	YQ048_HUMAN
C32065	YQ050_HUMAN
OM489950.CDS.1	YRDC_HUMAN
GR65449525.CDS.3	YS001_HUMAN
UJ483600.CDS.2	YS002_HUMAN
E86209.CDS.1	YS006_HUMAN
UR724122.CDS.1	YS014_HUMAN
CX47688704.CDS.1	YS025_HUMAN
D34378.CDS.2	YS039_HUMAN
T13161.CDS.1	YS043_HUMAN
H88005.CDS.1	YS045_HUMAN
WK495593	YS049_HUMAN
RQ37214622.CDS.1	YT001_HUMAN
CB95899974.CDS.2	YT009_HUMAN
DP88403359.CDS.2	YT011_HUMAN
GL199542	YT014_HUMAN
PO989221.CDS.1	YTDC1_HUMAN
U40573.CDS.1	YTDC2_HUMAN
IG956728.CDS.1	YTHD1_HUMAN
H44981.CDS.1	YTHD2_HUMAN
BM339922.CDS.1	YTHD3_HUMAN
UX48747745.CDS.3	YU004_HUMAN
N82727.CDS.1	YU005_HUMAN
EW62165049.CDS.1	YU008_HUMAN
Y04021.CDS.3	YV004_HUMAN
G90187.CDS.1	YV006_HUMAN
NX320394.CDS.1	YV007_HUMAN
QA11748709.CDS.3	YV008_HUMAN
KB258829.CDS.1	YV010_HUMAN
TW76879911.CDS.1	YV018_HUMAN
IT18624950.CDS.1	YV020_HUMAN
R53238.CDS.1	YV023_HUMAN
CC856126.CDS.3	YX002_HUMAN
LJ506489.CDS.1	YX004_HUMAN
GU289420.CDS.1	YYAP1_HUMAN
SK38747854.CDS.1	Z280A_HUMAN
T97306.CDS.1	Z280B_HUMAN
PY30540259.CDS.1	Z280C_HUMAN
WC97360051.CDS.2	Z280D_HUMAN
CN56005673.CDS.1	Z286A_HUMAN
J37755	Z286B_HUMAN
AS478746.CDS.1	Z324A_HUMAN
UM106504.CDS.1	Z324B_HUMAN
JF78248782.CDS.1	Z354A_HUMAN
ZE432572.CDS.2	Z354B_HUMAN
WI41661264.CDS.2	Z354C_HUMAN
SC395853.CDS.2	Z355P_HUMAN
MA542870.CDS.3	Z385A_HUMAN
BF85987936.CDS.1	Z385B_HUMAN
C91906.CDS.2	Z385C_HUMAN
Y31155.CDS.1	Z385D_HUMAN
IT650004.CDS.1	Z3H7A_HUMAN
J84314.CDS.1	Z3H7B_HUMAN
S75355.CDS.1	Z512B_HUMAN
UQ320497.CDS.1	Z518A_HUMAN
XJ163578.CDS.1	Z518B_HUMAN
XY257303.CDS.2	Z585A_HUMAN
EQ36635568.CDS.2	Z585B_HUMAN
NX95087414.CDS.1	Z587B_HUMAN
X82723.CDS.1	Z658B_HUMAN
BL598109.CDS.1	Z705A_HUMAN
W74762.CDS.1	Z705B_HUMAN
WO573615.CDS.1	Z705D_HUMAN
ZD410743.CDS.1	Z705E_HUMAN
FT583797.CDS.1	Z705F_HUMAN
RH038389.CDS.1	Z705G_HUMAN
MS41775911.CDS.3	Z780A_HUMAN
SS99359714.CDS.1	Z780B_HUMAN
XF49921803.CDS.3	Z804A_HUMAN
GO758689.CDS.1	Z804B_HUMAN
HS328156.CDS.1	Z876P_HUMAN
HS99092287.CDS.1	ZA2G_HUMAN
GH166970.CDS.3	ZACN_HUMAN
CC085884.CDS.1	ZAN_HUMAN
HU70409900.CDS.1	ZAP70_HUMAN
TY413350.CDS.2	ZAR1L_HUMAN
GD266686.CDS.1	ZAR1_HUMAN
HX633715.CDS.2	ZB6CL_HUMAN
AY44660882.CDS.1	ZBBX_HUMAN
C59078.CDS.2	ZBED1_HUMAN
KQ01736513.CDS.1	ZBED2_HUMAN
TT326707	ZBED3_HUMAN
TT83666911.CDS.1	ZBED4_HUMAN
YZ99078980.CDS.1	ZBED5_HUMAN
ZY26071141.CDS.1	ZBED6_HUMAN
W14474.CDS.3	ZBED8_HUMAN
JC00503830.CDS.1	ZBP1_HUMAN
EO078450.CDS.1	ZBT10_HUMAN
JB87261985.CDS.1	ZBT11_HUMAN
R11838.CDS.2	ZBT12_HUMAN
L33764.CDS.1	ZBT14_HUMAN
BJ760280.CDS.2	ZBT16_HUMAN
EU324309.CDS.1	ZBT17_HUMAN
LH597939.CDS.2	ZBT18_HUMAN
GX495477.CDS.1	ZBT20_HUMAN
RS50855141.CDS.1	ZBT21_HUMAN
XB789217.CDS.1	ZBT22_HUMAN
QJ290604.CDS.1	ZBT24_HUMAN
PJ643317.CDS.2	ZBT25_HUMAN
U75626.CDS.1	ZBT26_HUMAN
FP413768.CDS.1	ZBT32_HUMAN
SO24658993.CDS.1	ZBT34_HUMAN
J43962.CDS.1	ZBT37_HUMAN
OE369843.CDS.1	ZBT38_HUMAN
K56203.CDS.1	ZBT39_HUMAN
S71363.CDS.1	ZBT40_HUMAN
TP89538066.CDS.3	ZBT41_HUMAN
AI452825.CDS.1	ZBT42_HUMAN
E65135.CDS.1	ZBT43_HUMAN
NL55830825.CDS.2	ZBT44_HUMAN
BB43036802.CDS.1	ZBT45_HUMAN
FZ133336.CDS.1	ZBT46_HUMAN
YD20198289	ZBT47_HUMAN
RJ68292685.CDS.1	ZBT49_HUMAN
CY533575.CDS.1	ZBT7A_HUMAN
E14949.CDS.1	ZBT7B_HUMAN
OJ76599538.CDS.1	ZBT7C_HUMAN
YL65913769.CDS.1	ZBT8A_HUMAN
TW63757462.CDS.1	ZBT8B_HUMAN
M86827.CDS.1	ZBTB1_HUMAN
Q11176.CDS.1	ZBTB2_HUMAN
CT583462.CDS.3	ZBTB3_HUMAN
NF68487650.CDS.1	ZBTB4_HUMAN
NG32050674.CDS.1	ZBTB5_HUMAN
DF042339.CDS.1	ZBTB6_HUMAN
BN909787.CDS.1	ZBTB9_HUMAN
SA397710.CDS.1	ZC11A_HUMAN
PA069512	ZC11B_HUMAN
PL16760890.CDS.1	ZC12A_HUMAN
M83545.CDS.1	ZC12B_HUMAN
QY641803.CDS.1	ZC12C_HUMAN
K67819.CDS.1	ZC12D_HUMAN
GX67901523.CDS.1	ZC21A_HUMAN
KW121145	ZC21B_HUMAN
IR927863.CDS.2	ZC21C_HUMAN
LT626636.CDS.3	ZC3H1_HUMAN
DZ379434.CDS.2	ZC3H3_HUMAN
OP31743179.CDS.1	ZC3H4_HUMAN
LU745509.CDS.3	ZC3H6_HUMAN
GB511993	ZC3H8_HUMAN
IF43828137.CDS.1	ZC3HA_HUMAN
FH065428.CDS.1	ZC3HD_HUMAN
LK592244.CDS.1	ZC3HE_HUMAN
DO964629.CDS.2	ZC3HF_HUMAN
MJ98196369.CDS.1	ZC4H2_HUMAN
QR41132321.CDS.3	ZCC18_HUMAN
DC47665432.CDS.1	ZCCHL_HUMAN
Q79571	ZCCHV_HUMAN
QW236023.CDS.1	ZCH10_HUMAN
CK039584.CDS.1	ZCH12_HUMAN
RU431917.CDS.1	ZCH13_HUMAN
PE747625.CDS.3	ZCH14_HUMAN
DX826865.CDS.1	ZCH18_HUMAN
H56461.CDS.1	ZCH23_HUMAN
MT38565006.CDS.1	ZCH24_HUMAN
QD962796.CDS.2	ZCHC2_HUMAN
E76471.CDS.3	ZCHC3_HUMAN
L40075.CDS.1	ZCHC4_HUMAN
RJ17147795.CDS.2	ZCHC7_HUMAN
RW19373754.CDS.1	ZCHC8_HUMAN
J56363.CDS.1	ZCHC9_HUMAN
MI67929508.CDS.2	ZCPW1_HUMAN
IG963104	ZCPW2_HUMAN
ZK95454012.CDS.3	ZCRB1_HUMAN
IR291794.CDS.1	ZDBF2_HUMAN
CE803764.CDS.2	ZDH11_HUMAN
PT52834885.CDS.1	ZDH12_HUMAN
FW95705113.CDS.2	ZDH13_HUMAN
DP269215.CDS.1	ZDH14_HUMAN
HR142557.CDS.2	ZDH15_HUMAN
LY33013503.CDS.2	ZDH16_HUMAN
NW581384.CDS.1	ZDH17_HUMAN
L36491.CDS.1	ZDH18_HUMAN
P62576.CDS.3	ZDH19_HUMAN
TK53122567.CDS.1	ZDH20_HUMAN
IL78198721.CDS.1	ZDH21_HUMAN
NG939174.CDS.1	ZDH22_HUMAN
TQ220067.CDS.1	ZDH23_HUMAN
SJ22954027.CDS.2	ZDH24_HUMAN
MI551603.CDS.1	ZDHC1_HUMAN
NF997905	ZDHC2_HUMAN
Y08452.CDS.2	ZDHC3_HUMAN
WC157631.CDS.3	ZDHC4_HUMAN
W73485.CDS.1	ZDHC5_HUMAN
PR533018.CDS.2	ZDHC6_HUMAN
MN023769.CDS.2	ZDHC7_HUMAN
DE89527447.CDS.2	ZDHC8_HUMAN
AY07561472	ZDHC9_HUMAN
QG719314.CDS.3	ZEB1_HUMAN
BQ626292.CDS.2	ZEB2_HUMAN
IM79611260.CDS.1	ZEP1_HUMAN
WK446882.CDS.1	ZEP2_HUMAN
E88353.CDS.1	ZEP3_HUMAN
H27978.CDS.2	ZER1_HUMAN
RG52095714.CDS.1	ZF64B_HUMAN
E04008.CDS.1	ZF69B_HUMAN
H26077.CDS.1	ZFAN1_HUMAN
BU484405.CDS.1	ZFAN3_HUMAN
SC09794779.CDS.1	ZFAN4_HUMAN
ZP518326.CDS.1	ZFAN5_HUMAN
AO192059.CDS.1	ZFAN6_HUMAN
DT95711524.CDS.1	ZFAT_HUMAN
AB224254.CDS.1	ZFHX2_HUMAN
LD281470.CDS.1	ZFHX3_HUMAN
RB78287493.CDS.1	ZFHX4_HUMAN
KQ78335337	ZFN2A_HUMAN
TD404931.CDS.1	ZFN2B_HUMAN
E35332	ZFP14_HUMAN
HI138586.CDS.2	ZFP1_HUMAN
AA360796.CDS.1	ZFP28_HUMAN
R19714.CDS.1	ZFP2_HUMAN
CB67650715.CDS.1	ZFP30_HUMAN
P32219.CDS.2	ZFP37_HUMAN
QT89380387.CDS.1	ZFP3_HUMAN
TS653460.CDS.1	ZFP41_HUMAN
NS14107010.CDS.1	ZFP42_HUMAN
IC51087103	ZFP57_HUMAN
AB021768.CDS.3	ZFP62_HUMAN
Q01094.CDS.1	ZFP69_HUMAN
EF86653076.CDS.1	ZFP82_HUMAN
XF47898180.CDS.1	ZFP90_HUMAN
KP827968.CDS.3	ZFP91_HUMAN
XW197523.CDS.1	ZFP92_HUMAN
IM75189745	ZFPL1_HUMAN
C52959.CDS.3	ZFR2_HUMAN
NC679558.CDS.1	ZFR_HUMAN
FX63275916.CDS.1	ZFX_HUMAN
OT021758.CDS.3	ZFY16_HUMAN
OZ638508.CDS.2	ZFY21_HUMAN
RZ087036.CDS.1	ZFY26_HUMAN
OW86949364.CDS.1	ZFY27_HUMAN
B40046.CDS.3	ZFYV1_HUMAN
PY83730299.CDS.1	ZFYV9_HUMAN
MK56551501.CDS.1	ZFY_HUMAN
XE291952.CDS.1	ZG16B_HUMAN
X18557.CDS.1	ZG16_HUMAN
CY967826.CDS.1	ZGLP1_HUMAN
DZ62063754.CDS.1	ZGPAT_HUMAN
D52981.CDS.1	ZGRF1_HUMAN
CK121765.CDS.1	ZH11B_HUMAN
XG76928686.CDS.1	ZHANG_HUMAN
ZP42459705.CDS.1	ZHX1R_HUMAN
XT47722594.CDS.1	ZHX1_HUMAN
RW332798.CDS.3	ZHX2_HUMAN
EB66430339.CDS.1	ZHX3_HUMAN
K63925.CDS.1	ZIC1_HUMAN
DX18537833.CDS.2	ZIC2_HUMAN
JR02523911.CDS.1	ZIC3_HUMAN
NX29710892.CDS.1	ZIC4_HUMAN
WK21146167.CDS.1	ZIC5_HUMAN
